number,CRN,Course,Title,Instructor(s),Times,Credits
3588,15785,PSYC 699 002,CAPSTONE EXPERIENCE IN I-O,"Oswald, Frederick L.",  ,3
3589,10105,PSYC 700 001,THESIS RESEARCH,"Beier, Margaret E.", ,1 TO 15
3590,10989,PSYC 700 002,THESIS RESEARCH,"Byrne, Michael D.", ,1 TO 15
3591,12216,PSYC 700 003,THESIS RESEARCH,"DeLucia, Pat", ,1 TO 15
3592,11620,PSYC 700 004,THESIS RESEARCH,"Denny, Bryan T.", ,1 TO 15
3593,10990,PSYC 700 005,THESIS RESEARCH,"Fagundes, Christopher P.", ,1 TO 15
3594,10991,PSYC 700 006,THESIS RESEARCH,"Fischer-Baum, Simon J.", ,1 TO 15
3595,11621,PSYC 700 007,THESIS RESEARCH,"Hebl, Mikki", ,1 TO 15
3596,10993,PSYC 700 008,THESIS RESEARCH,"King, Danielle D.", ,1 TO 15
3597,10994,PSYC 700 009,THESIS RESEARCH,"King, Eden B.", ,1 TO 15
3598,10995,PSYC 700 010,THESIS RESEARCH,"Kortum, Philip T.", ,1 TO 15
3599,10997,PSYC 700 011,THESIS RESEARCH,"Leal, Stephanie", ,1 TO 15
3600,11000,PSYC 700 012,THESIS RESEARCH,"Martin, Randi C.", ,1 TO 15
3601,10998,PSYC 700 013,THESIS RESEARCH,"Oswald, Frederick L.", ,1 TO 15
3602,10999,PSYC 700 014,THESIS RESEARCH,"Salas, Eduardo", ,1 TO 15
3603,14140,PSYC 700 015,THESIS RESEARCH,"Chen, Jing",  ,1 TO 15
3604,14141,PSYC 700 016,THESIS RESEARCH,"Garcini, Luz M.",  ,1 TO 15
3605,10106,PSYC 800 001,DISSERTATION RESEARCH,"Beier, Margaret E.", ,1 TO 15
3606,11001,PSYC 800 002,DISSERTATION RESEARCH,"Byrne, Michael D.", ,1 TO 15
3607,12217,PSYC 800 003,DISSERTATION RESEARCH,"DeLucia, Pat", ,1 TO 15
3608,11622,PSYC 800 004,DISSERTATION RESEARCH,"Denny, Bryan T.", ,1 TO 15
3609,11002,PSYC 800 005,DISSERTATION RESEARCH,"Fagundes, Christopher P.", ,1 TO 15
3610,11003,PSYC 800 006,DISSERTATION RESEARCH,"Fischer-Baum, Simon J.", ,1 TO 15
3611,11623,PSYC 800 007,DISSERTATION RESEARCH,"Hebl, Mikki", ,1 TO 15
3612,11004,PSYC 800 008,DISSERTATION RESEARCH,"King, Danielle D.", ,1 TO 15
3613,11005,PSYC 800 009,DISSERTATION RESEARCH,"King, Eden B.", ,1 TO 15
3614,11006,PSYC 800 010,DISSERTATION RESEARCH,"Kortum, Philip T.", ,1 TO 15
3615,11007,PSYC 800 011,DISSERTATION RESEARCH,"Leal, Stephanie", ,1 TO 15
3616,12130,PSYC 800 012,DISSERTATION RESEARCH,"Martin, Randi C.", ,1 TO 15
3617,11008,PSYC 800 013,DISSERTATION RESEARCH,"Oswald, Frederick L.", ,1 TO 15
3618,11009,PSYC 800 014,DISSERTATION RESEARCH,"Salas, Eduardo", ,1 TO 15
3619,14142,PSYC 800 015,DISSERTATION RESEARCH,"Chen, Jing",  ,1 TO 15
3620,14143,PSYC 800 016,DISSERTATION RESEARCH,"Garcini, Luz M.",  ,1 TO 15
3621,11738,RCEL 100 001,SELF-AWARENESS & THE ENGINEER,"Van Kleeck, David A.Karwowski, Kazimir I.Hennessy, James P.",3:00PM - 5:00PM W ,2
3622,12032,RCEL 200 002,PERSONAL DEVELOPMENT ENG LEADR,"Van Kleeck, David A.Karwowski, Kazimir I.",3:00PM - 5:00PM M ,2
3623,11749,RCEL 241 001,INTERNSHIP PRACTICUM FOR ENGI,"Karwowski, Kazimir I.", ,0 TO 1
3624,12031,RCEL 300 002,DEVELOPMENT OF HIGH PERFORMING,"Phalen, Tom",3:00PM - 5:00PM W ,2
3625,11775,RCEL 400 001,LEADING HIGH PERFORMING ENGINE,"Hennessy, James P.",3:00PM - 5:00PM W ,2
3626,13740,RCEL 410 001,ENG LAUNCH PAD-RESEARCH,"Raja Manuri, Pavan RajaKarwowski, Kazimir I.",11:00AM - 11:50AM W ,1
3627,15792,RCEL 420 001,ENGINEERING LAUNCH PAD-INDUST,"Hennessy, James P.",4:00PM - 5:00PM R ,1
3628,13633,RCEL 436 001,INTRO TO PATENTS & INTELL PROP,"Webb, George W.",4:00PM - 4:50PM R ,1
3629,11752,RCEL 440 001,ENGINEERING LAUNCH PAD-ENTREPR,"Karwowski, Kazimir I.Raja Manuri, Pavan Raja",4:10PM - 5:10PM R ,1
3630,11753,RCEL 450 001,PROJECT MANAGEMENT AND LEADERS,"Phalen, TomKarwowski, Kazimir I.",2:30PM - 3:45PM TR ,2
3631,13783,RCEL 501 001,ENGINEERING MGMT & LEADERSHIP,"Gomez, SteveKarwowski, Kazimir I.",9:00AM - 12:00PM S ,3
3632,14407,RCEL 501 901,ENGINEERING MGMT & LEADERSHIP,"Gomez, Steve",6:30PM - 8:00PM W FULLY ONLINE,3
3633,13936,RCEL 502 001,ENGINEERING PROJECT MANAGEMENT,"Zettner, Claudia",6:15PM - 9:15PM T  ,3
3634,14621,RCEL 502 901,ENGINEERING PROJECT MANAGEMENT,"Zettner, Claudia",8:00PM - 9:30PM M  ,3
3635,14257,RCEL 503 001,ENGINEERING PRODUCT MANAGEMENT,"Abusomwan, UyiosaKarwowski, Kazimir I.",6:15PM - 9:15PM M ,3
3636,14408,RCEL 503 901,ENGINEERING PRODUCT MANAGEMENT,"Abusomwan, Uyiosa",6:30PM - 8:00PM T FULLY ONLINE,3
3637,13754,RCEL 504 001,ETHICAL-TECHNICAL LEADERSHIP,"Kapusta, Sergio D.Karwowski, Kazimir I.",6:15PM - 9:30PM W ,3
3638,14409,RCEL 504 901,ETHICAL-TECHNICAL LEADERSHIP,"Kapusta, Sergio D.",6:30PM - 8:00PM M FULLY ONLINE,3
3639,13728,RCEL 505 001,LEADING ENGINEERING ECONOMICS,"Gray, JoshuaKarwowski, Kazimir I.",6:15PM - 9:30PM M  ,3
3640,14410,RCEL 505 901,LEADING ENGINEERING ECONOMICS,"Gray, Joshua",8:00PM - 9:30PM T FULLY ONLINE,3
3641,14207,RCEL 506 001,STATS & DATA FOR ENGINEERS,"Avalos Gauna, Edgar",6:15PM - 9:15PM W ,3
3642,14249,RCEL 507 001,MEML CAPSTONE,"Via, John",6:15PM - 9:15PM T ,3
3643,13694,RCEL 536 001,INTRO TO PATENTS & INTELL PROP,"Webb, George W.",4:00PM - 4:50PM R ,1
3644,15404,RCEL 541 001,"MEML INTERNSHIP PRACTICUM	","Via, JohnKarwowski, Kazimir I.", ,1
3645,14599,RCEL 542 001,PROFESSIONAL COMMUNICATION,"Moran, Gayle M.",4:00PM - 6:30PM T ,3
3646,14600,RCEL 542 002,PROFESSIONAL COMMUNICATION,"Moran, Gayle M.",4:00PM - 6:30PM R ,3
3647,15146,RELI 101 001,WHAT IS RELIGION?,"Panin, Stanislav",2:00PM - 3:15PM MW ,3
3648,15555,RELI 111 001,INTRO AFRICAN RELIGIONS,"Bongmba, Elias K.",4:00PM - 5:15PM TR ,3
3649,14385,RELI 120 001,BIBLICAL ETHICS,"Henze, Matthias",9:25AM - 10:40AM TR ,3
3650,15147,RELI 125 001,INTRO TO BIBLICAL HEBREW I,"Henze, Matthias",10:50AM - 12:05PM TR ,3
3651,15629,RELI 142 001,THE COLORS OF LIFE,"Brennan, Marcia G.",3:00PM - 5:50PM W ,3
3652,15771,RELI 219 001,THE SUPERNATURAL AND RELIGION,"Senn, Christopher P.",4:00PM - 5:15PM TR ,3
3653,15148,RELI 221 001,LIFE OF PROPHET MUHAMMAD,"Cook, David B.",11:00AM - 11:50AM MWF ,3
3654,15658,RELI 271 001,MEDIEVAL POPULAR CHRISTIANITY,"Zaytseva, Arina",9:25AM - 10:40AM TR ,3
3655,15149,RELI 307 001,BASIC COPTIC 1,"DeConick, April D.",8:00AM - 9:15AM MW ,3
3656,15556,RELI 328 001,RELIGION & GLOBAL POVERTY,"Bongmba, Elias K.",8:00AM - 9:15AM TR ,3
3657,15151,RELI 332 001,ADV TIBETAN LANGUAGE & CULTURE,"Klein, Anne C.",4:00PM - 5:15PM MW ,3
3658,15693,RELI 333 001,KNOWING BODY/GLOWING MIND,"Klein, Anne C.",2:30PM - 3:45PM TR ,3
3659,15154,RELI 334 001,PSYCHOLOGY OF RELIGION,"Parsons, William B.",1:00PM - 2:15PM TR ,3
3660,15546,RELI 337 001,"SHAMANS, SAINTS, & SAGES","Parsons, William B.",10:50AM - 12:05PM TR ,3
3661,15155,RELI 341 001,AMERICAN JUDAISM,"Furman, Joshua J.",10:50AM - 12:05PM TR ,3
3662,15157,RELI 356 001,MAJ ISSUES CONTEMPORARY ISLAM,"Cook, David B.",2:00PM - 2:50PM MWF ,3
3663,15557,RELI 375 001,EPIPHANIES,"Brennan, Marcia G.",1:00PM - 3:50PM M ,3
3664,13062,RELI 403 001,SENIOR THESIS I,"Bongmba, Elias K.", ,1 TO 6
3665,11927,RELI 403 002,SENIOR THESIS I,"Brennan, Marcia G.", ,1 TO 6
3666,13063,RELI 403 003,SENIOR THESIS I,"Clements, Niki K.", ,1 TO 6
3667,11928,RELI 403 004,SENIOR THESIS I,"Cook, David B.", ,1 TO 6
3668,13064,RELI 403 005,SENIOR THESIS I,"DeConick, April D.", ,1 TO 6
3669,13065,RELI 403 006,SENIOR THESIS I,"Fanger, Claire L.", ,1 TO 6
3670,13066,RELI 403 007,SENIOR THESIS I,"Henze, Matthias", ,1 TO 6
3671,11929,RELI 403 008,SENIOR THESIS I,"Klein, Anne C.", ,1 TO 6
3672,13067,RELI 403 009,SENIOR THESIS I,"Kripal, Jeffrey J.", ,1 TO 6
3673,13068,RELI 403 010,SENIOR THESIS I,"Ogren, Brian E.", ,1 TO 6
3674,13069,RELI 403 011,SENIOR THESIS I,"Parsons, William B.", ,1 TO 6
3675,13070,RELI 403 012,SENIOR THESIS I,"Pinn, Anthony B.", ,1 TO 6
3676,15558,RELI 421 001,FOUCAULT & THE SELF,"Clements, Niki K.",2:00PM - 4:50PM W ,3
3677,15158,RELI 442 001,ARABIC TEXTS,"Cook, David B.", ,3
3678,13076,RELI 523 001,INDEPENDENT STUDY,"Bongmba, Elias K.",  ,1 TO 15
3679,13078,RELI 523 003,INDEPENDENT STUDY,"Clements, Niki K.",  ,1 TO 15
3680,13079,RELI 523 004,INDEPENDENT STUDY,"Cook, David B.",  ,1 TO 15
3681,13080,RELI 523 005,INDEPENDENT STUDY,"DeConick, April D.",  ,1 TO 15
3682,13081,RELI 523 006,INDEPENDENT STUDY,"Fanger, Claire L.",  ,1 TO 15
3683,13082,RELI 523 007,INDEPENDENT STUDY,"Henze, Matthias",  ,1 TO 15
3684,13083,RELI 523 008,TIBETAN READING,"Klein, Anne C.", ,1 TO 15
3685,13084,RELI 523 009,INDEPENDENT STUDY,"Kripal, Jeffrey J.",  ,1 TO 15
3686,13085,RELI 523 010,INDEPENDENT STUDY,"Ogren, Brian E.",  ,1 TO 15
3687,11887,RELI 523 011,INDEPENDENT STUDY,"Parsons, William B.",  ,1 TO 15
3688,11888,RELI 523 012,INDEPENDENT STUDY,"Pinn, Anthony B.",  ,1 TO 15
3689,13086,RELI 530 001,PEDAGOGY PRACTICUM,"Bongmba, Elias K.",  ,2
3690,13088,RELI 530 003,PEDAGOGY PRACTICUM,"Clements, Niki K.",  ,2
3691,13089,RELI 530 004,PEDAGOGY PRACTICUM,"Cook, David B.",  ,2
3692,13090,RELI 530 005,PEDAGOGY PRACTICUM,"DeConick, April D.", ,2
3693,13091,RELI 530 006,PEDAGOGY PRACTICUM,"Fanger, Claire L.",  ,2
3694,13092,RELI 530 007,PEDAGOGY PRACTICUM,"Henze, Matthias",  ,2
3695,13093,RELI 530 008,PEDAGOGY PRACTICUM,"Klein, Anne C.",  ,2
3696,13094,RELI 530 009,PEDAGOGY PRACTICUM,"Kripal, Jeffrey J.",  ,2
3697,13095,RELI 530 010,PEDAGOGY PRACTICUM,"Ogren, Brian E.",  ,2
3698,13096,RELI 530 011,PEDAGOGY PRACTICUM,"Parsons, William B.",  ,2
3699,13097,RELI 530 012,PEDAGOGY PRACTICUM,"Pinn, Anthony B.",  ,2
3700,15152,RELI 532 001,ADV TIBETAN LANGUAGE & CULTURE,"Klein, Anne C.",4:00PM - 5:15PM MW  ,3
3701,15160,RELI 533 001,EDITING/PUBLISHING PRACTICUM,"DeConick, April D.", ,1
3702,15159,RELI 541 001,ARABIC TEXTS,"Cook, David B.", ,3
3703,15156,RELI 542 001,AMERICAN JUDAISM,"Furman, Joshua J.",10:50AM - 12:05PM TR  ,3
3704,15630,RELI 569 001,FOUCAULT & THE SELF,"Clements, Niki K.",2:00PM - 4:50PM W ,3
3705,15701,RELI 573 001,KNOWING BODY/GLOWING MIND,"Klein, Anne C.",2:30PM - 3:45PM TR ,3
3706,15162,RELI 587 001,WESTERN ESOTERICISM,"Fanger, Claire L.",2:30PM - 5:00PM R ,3
3707,15150,RELI 591 001,BASIC COPTIC 1,"DeConick, April D.",8:00AM - 9:15AM MW  ,3
3708,10521,RELI 600 001,GEM RESEARCH FORUM,"DeConick, April D.",4:00PM - 5:30PM F ,1
3709,12203,RELI 611 001,READINGS IN MEDIEVAL LATIN,"Fanger, Claire L.", ,3
3710,15559,RELI 650 001,METHODS I,"Clements, Niki K.",2:30PM - 5:20PM T ,3
3711,13098,RELI 700 001,RESEARCH FOR COMP EXAMS,"Bongmba, Elias K.",  ,1 TO 12
3712,13100,RELI 700 003,RESEARCH FOR COMP EXAMS,"Clements, Niki K.",  ,1 TO 12
3713,13101,RELI 700 004,RESEARCH FOR COMP EXAMS,"Cook, David B.",  ,1 TO 12
3714,13102,RELI 700 005,RESEARCH FOR COMP EXAMS,"DeConick, April D.",  ,1 TO 12
3715,13103,RELI 700 006,RESEARCH FOR COMP EXAMS,"Fanger, Claire L.",  ,1 TO 12
3716,13104,RELI 700 007,RESEARCH FOR COMP EXAMS,"Henze, Matthias",  ,1 TO 12
3717,13105,RELI 700 008,RESEARCH FOR COMP EXAMS,"Klein, Anne C.",  ,1 TO 12
3718,11605,RELI 700 009,RESEARCH FOR COMP EXAMS,"Kripal, Jeffrey J.",  ,1 TO 12
3719,13106,RELI 700 010,RESEARCH FOR COMP EXAMS,"Ogren, Brian E.",  ,1 TO 12
3720,13107,RELI 700 011,RESEARCH FOR COMP EXAMS,"Parsons, William B.",  ,1 TO 12
3721,11891,RELI 700 012,RESEARCH FOR COMP EXAMS,"Pinn, Anthony B.",  ,1 TO 12
3722,12300,RELI 710 001,XIAN ORIGINS READ/RESEARCH GRP,"DeConick, April D.", ,1 TO 3
3723,10010,RELI 800 001,RESEARCH FOR DISSERTATION,"Bongmba, Elias K.",  ,9
3724,13108,RELI 800 003,RESEARCH FOR DISSERTATION,"Clements, Niki K.",  ,9
3725,13109,RELI 800 004,RESEARCH FOR DISSERTATION,"Cook, David B.",  ,9
3726,11335,RELI 800 005,RESEARCH FOR DISSERTATION,"DeConick, April D.",  ,9
3727,11336,RELI 800 006,RESEARCH FOR DISSERTATION,"Fanger, Claire L.",  ,9
3728,11337,RELI 800 007,RESEARCH FOR DISSERTATION,"Henze, Matthias",  ,9
3729,11338,RELI 800 008,RESEARCH FOR DISSERTATION,"Klein, Anne C.",  ,9
3730,13110,RELI 800 009,RESEARCH FOR DISSERTATION,"Kripal, Jeffrey J.",  ,9
3731,11339,RELI 800 010,RESEARCH FOR DISSERTATION,"Ogren, Brian E.",  ,9
3732,11895,RELI 800 015,RESEARCH FOR DISSERTATION,"Parsons, William B.",  ,9
3733,11893,RELI 800 016,RESEARCH FOR DISSERTATION,"Pinn, Anthony B.",  ,9
3734,13111,RELI 801 001,RESEARCH FOR MA THESIS,"Bongmba, Elias K.",  ,3 TO 9
3735,13113,RELI 801 003,RESEARCH FOR MA THESIS,"Clements, Niki K.",  ,3 TO 9
3736,13114,RELI 801 004,RESEARCH FOR MA THESIS,"Cook, David B.",  ,3 TO 9
3737,13115,RELI 801 005,RESEARCH FOR MA THESIS,"DeConick, April D.", ,3 TO 9
3738,13116,RELI 801 006,RESEARCH FOR MA THESIS,"Fanger, Claire L.",  ,3 TO 9
3739,13117,RELI 801 007,RESEARCH FOR MA THESIS,"Henze, Matthias",  ,3 TO 9
3740,13118,RELI 801 008,RESEARCH FOR MA THESIS,"Klein, Anne C.",  ,3 TO 9
3741,13120,RELI 801 009,RESEARCH FOR MA THESIS,"Kripal, Jeffrey J.",  ,3 TO 9
3742,13119,RELI 801 010,RESEARCH FOR MA THESIS,"Ogren, Brian E.",  ,3 TO 9
3743,13121,RELI 801 011,RESEARCH FOR MA THESIS,"Parsons, William B.",  ,3 TO 9
3744,13122,RELI 801 012,RESEARCH FOR MA THESIS,"Pinn, Anthony B.",  ,3 TO 9
3745,12227,RUSS 141 002,FIRST YEAR RUSSIAN I,"Moskvitina, Larisa I.",2:00PM - 2:50PM MWF ,3
3746,11966,RUSS 263 002,SECOND YEAR RUSSIAN I,"Moskvitina, Larisa I.",11:00AM - 11:50AM MWF ,3
3747,14615,RUSS 301 001,THIRD YEAR RUSSIAN I,"Moskvitina, Larisa I.",10:00AM - 10:50AM MWF ,3
3748,11988,SMGT 260 001,INTRO TO SPORT MANAGEMENT,"Crossey, Diane M.",10:50AM - 12:05PM TR ,3
3749,14110,SMGT 260 002,INTRO TO SPORT MANAGEMENT,"Crossey, Diane M.",1:00PM - 2:15PM TR ,3
3750,14787,SMGT 266 001,LEADING WITH SERVICE,"Crossey, Diane M.",10:00AM - 10:50AM MWF ,3
3751,12199,SMGT 276 001,SPORT MANAGEMENT PRACTICUM,"Stallings, Tom",9:25AM - 10:40AM TR ,3
3752,12540,SMGT 320 001,BUSINESS OF COLLEGE ATHLETICS,"Rackley, Steven P.",10:50AM - 12:05PM TR ,3
3753,10516,SMGT 350 001,SPORT ETHICS,"Haptonstall, Clark D.",1:00PM - 3:30PM T ,3
3754,15422,SMGT 360 001,SALES & REVENUE GENERATION,"Stallings, Tom",10:50AM - 12:05PM TR ,3
3755,10931,SMGT 362 901,SPORT MARKETING,"Haptonstall, Clark D.", FULLY ONLINE,3
3756,15423,SMGT 364 001,SPORT LAW,"Wilka, Stephanie",4:00PM - 5:15PM MW ,3
3757,12244,SMGT 366 001,EVENT & VENUE MANAGEMENT,"Rackley, Steven P.",8:00AM - 9:15AM MW ,3
3758,15424,SMGT 373 001,SPORT ANALYTICS INTERNSHIP 1,"Wilka, Stephanie", ,3
3759,15425,SMGT 374 001,SPORT ANALYTICS INTERNSHIP 2,"Wilka, Stephanie", ,1 TO 6
3760,10238,SMGT 376 001,SPORT MANAGEMENT INTERNSHIP 1,"Stallings, Tom", ,3
3761,10239,SMGT 377 001,SPORT MANAGEMENT INTERNSHIP 2,"Stallings, Tom", ,3
3762,10240,SMGT 379 001,SPORT MANAGEMENT INTERNSHIP 4,"Stallings, Tom", ,1 TO 6
3763,15426,SMGT 400 001,BUSINESS OF PRO SPORTS,"Wilka, Stephanie",7:00PM - 9:30PM T ,3
3764,15547,SMGT 432 001,SOCCER ANALYTICS,,1:00PM - 1:50PM MWF ,3
3765,15821,SMGT 440 003,SPORT BUSINESS ANALYTICS,"Gong, Hua",9:25AM - 10:40AM TR ,3
3766,15820,SMGT 440 004,SPORT BUSINESS ANALYTICS,"Gong, Hua",2:30PM - 3:45PM TR ,3
3767,12541,SMGT 450 001,LEADERSHIP IN SPORT MANAGEMENT,"Rackley, Steven P.",2:30PM - 3:45PM TR ,3
3768,10241,SMGT 495 001,INDEPENDENT STUDY,"Haptonstall, Clark D.", ,1 TO 3
3769,10934,SMGT 495 002,INDEPENDENT STUDY,"Disch, James G.", ,1 TO 3
3770,10517,SMGT 495 003,INDEPENDENT STUDY,"Crossey, Diane M.", ,1 TO 3
3771,10518,SMGT 495 004,INDEPENDENT STUDY,"Stallings, Tom", ,1 TO 3
3772,11781,SMGT 495 005,INDEPENDENT STUDY,"Rackley, Steven P.", ,1 TO 3
3773,12552,SMGT 495 006,INDEPENDENT STUDY,"Gong, Hua", ,1 TO 3
3774,15428,SMGT 495 007,INDEPENDENT STUDY,"Wilka, Stephanie", ,1 TO 3
3775,10242,SMGT 499 001,TEACHING PRACTICUM,"Haptonstall, Clark D.", ,1 TO 3
3776,10519,SMGT 499 002,TEACHING PRACTICUM,"Crossey, Diane M.", ,1 TO 3
3777,10933,SMGT 499 003,TEACHING PRACTICUM,"Disch, James G.", ,1 TO 3
3778,10520,SMGT 499 004,TEACHING PRACTICUM,"Stallings, Tom", ,1 TO 3
3779,12200,SMGT 499 005,TEACHING PRACTICUM,"Rackley, Steven P.", ,1 TO 3
3780,12553,SMGT 499 006,TEACHING PRACTICUM,"Gong, Hua", ,1 TO 3
3781,15429,SMGT 499 007,TEACHING PRACTICUM,"Wilka, Stephanie", ,1 TO 3
3782,10613,SOCI 101 001,INTRODUCTION TO SOCIOLOGY,"Evans, Shani A.",2:30PM - 3:45PM TR ,3
3783,14730,SOCI 101 002,INTRODUCTION TO SOCIOLOGY,"Huey, Eileen",12:00PM - 12:50PM MWF ,3
3784,12568,SOCI 102 001,SOCIOLOGY STATISTICS LAB,,9:00AM - 9:50AM W ,0
3785,15434,SOCI 231 001,SOCIAL PROBLEMS,,4:00PM - 5:15PM TR ,3
3786,15435,SOCI 301 001,SOCIAL INEQUALITY,,4:00PM - 5:15PM TR ,3
3787,14353,SOCI 307 001,INTERSECTIONALITY,"Evans, Shani A.",10:50AM - 12:05PM TR ,3
3788,14096,SOCI 309 001,RACE & ETHNIC RELATIONS,"Considine, Craig M.",2:30PM - 3:45PM TR ,3
3789,14731,SOCI 325 001,SOCIOLOGY OF LAW,"Huey, Eileen",4:00PM - 5:15PM MW ,3
3790,14679,SOCI 327 001,KINDER INST FOR URBAN RESEARCH,"Turley, Ruth N.",12:00PM - 12:50PM MWF ,1
3791,15009,SOCI 327 002,QUALITATIVE CODING & ANALYSIS,"Roberto, Elizabeth M.Jalili, Jaleh", ,1 TO 4
3792,15393,SOCI 327 003,BRIDGE,"Bratter, Jenifer L.", ,1 TO 4
3793,15394,SOCI 327 004,SUPERVISED RESEARCH I,"Ecklund, Elaine Howard", ,1 TO 4
3794,14732,SOCI 358 001,"CRIME, PUNISHMENT AND SOCIETY","Huey, Eileen",2:00PM - 3:15PM MW ,3
3795,13127,SOCI 366 001,HOUSING AND SCHOOLS,"Rhodes, Anna C.",4:00PM - 5:15PM MW ,3
3796,13495,SOCI 380 003,SOCIAL THEORY,"Chavez, Sergio",8:00AM - 9:15AM MW ,3
3797,11370,SOCI 381 001,RESEARCH METHODS,"Considine, Craig M.",9:25AM - 10:40AM TR ,3
3798,14268,SOCI 389 001,"RACE, GENDER, CLASS IN FILM","Bratter, Jenifer L.",2:00PM - 3:15PM MW ,3
3799,10072,SOCI 403 001,INDEPENDENT STUDY,"Bratter, Jenifer L.", ,1 TO 6
3800,10208,SOCI 403 002,INDEPENDENT STUDY,"Gorman, Bridget K.", ,1 TO 6
3801,10572,SOCI 403 003,INDEPENDENT STUDY,"Paige, Robin", ,1 TO 6
3802,10328,SOCI 403 004,INDEPENDENT STUDY,"Brown, Tony N.", ,1 TO 6
3803,10329,SOCI 403 006,INDEPENDENT STUDY,"Kimbro, Rachel T.", ,1 TO 6
3804,10330,SOCI 403 008,INDEPENDENT STUDY,"Turley, Ruth N.", ,1 TO 6
3805,10331,SOCI 403 009,INDEPENDENT STUDY,"Bryan, Brielle E.", ,1 TO 6
3806,10332,SOCI 403 010,INDEPENDENT STUDY,"Chavez, Sergio", ,1 TO 6
3807,10333,SOCI 403 011,INDEPENDENT STUDY,"Considine, Craig M.", ,1 TO 6
3808,10334,SOCI 403 012,INDEPENDENT STUDY,"Ecklund, Elaine Howard", ,1 TO 6
3809,10335,SOCI 403 013,INDEPENDENT STUDY,"Roberto, Elizabeth M.", ,1 TO 6
3810,10528,SOCI 403 014,INDEPENDENT STUDY,"Elliott, Jim", ,1 TO 6
3811,11298,SOCI 403 016,INDEPENDENT STUDY,, ,1 TO 6
3812,11299,SOCI 403 017,INDEPENDENT STUDY,"Rhodes, Anna C.", ,1 TO 6
3813,14099,SOCI 403 018,INDEPENDENT STUDY,"Fiel, Jeremy E.", ,1 TO 6
3814,14100,SOCI 403 019,INDEPENDENT STUDY,"Diaz, Christina J.", ,1 TO 6
3815,14101,SOCI 403 020,INDEPENDENT STUDY,"Evans, Shani A.", ,1 TO 6
3816,15395,SOCI 409 001,SOCIAL STRATIFICATION,"Fiel, Jeremy E.",1:00PM - 3:50PM R ,3
3817,15397,SOCI 426 001,CONTEMPORARY THEORY,"Chavez, Sergio",1:00PM - 3:50PM M ,3
3818,15398,SOCI 451 001,IMMIGRATION,"Diaz, Christina J.",1:00PM - 3:50PM W ,3
3819,15400,SOCI 459 001,RELIGION AND PUBLIC LIFE,"Ecklund, Elaine Howard",2:00PM - 4:50PM T ,3
3820,11358,SOCI 469 001,COMMUNITY BRIDGES TRAINING,,1:00PM - 3:29PM T ,2
3821,13135,SOCI 492 001,DIRECTED HONORS RESEARCH,"Ecklund, Elaine Howard", ,3
3822,13824,SOCI 492 002,DIRECTED HONORS RESEARCH,"Bratter, Jenifer L.", ,3
3823,13825,SOCI 492 003,DIRECTED HONORS RESEARCH,"Bryan, Brielle E.", ,3
3824,13826,SOCI 492 004,DIRECTED HONORS RESEARCH,"Chavez, Sergio", ,3
3825,14756,SOCI 492 005,DIRECTED HONORS RESEARCH,"Brown, Tony N.", ,3
3826,10385,SOCI 493 002,DIRECTED HONORS RESEARCH,"Ecklund, Elaine Howard", ,3
3827,10386,SOCI 493 003,DIRECTED HONORS RESEARCH,"Chavez, Sergio", ,3
3828,10387,SOCI 493 004,DIRECTED HONORS RESEARCH,"Rhodes, Anna C.", ,3
3829,10258,SOCI 493 005,DIRECTED HONORS RESEARCH,"Kimbro, Rachel T.", ,3
3830,10388,SOCI 493 006,DIRECTED HONORS RESEARCH,"Gorman, Bridget K.", ,3
3831,10389,SOCI 493 007,DIRECTED HONORS RESEARCH,"Bratter, Jenifer L.", ,3
3832,10390,SOCI 493 008,DIRECTED HONORS RESEARCH,"Brown, Tony N.", ,3
3833,10391,SOCI 493 010,DIRECTED HONORS RESEARCH,"Bryan, Brielle E.", ,3
3834,10392,SOCI 493 011,DIRECTED HONORS RESEARCH,"Turley, Ruth N.", ,3
3835,10393,SOCI 493 012,DIRECTED HONORS RESEARCH,, ,3
3836,10529,SOCI 493 013,DIRECTED HONORS RESEARCH,"Elliott, Jim", ,3
3837,11871,SOCI 493 014,DIRECTED HONORS RESEARCH,"Roberto, Elizabeth M.", ,3
3838,15396,SOCI 509 001,SOCIAL STRATIFICATION,"Fiel, Jeremy E.",1:00PM - 3:50PM R ,3
3839,15767,SOCI 511 001,COMMUNITY & URBAN SOCIOLOGY,"Jalili, Jaleh",1:00PM - 3:30PM F ,3
3840,15402,SOCI 526 001,CONTEMPORARY THEORY,"Chavez, Sergio",1:00PM - 3:50PM M ,3
3841,15399,SOCI 551 001,IMMIGRATION,"Diaz, Christina J.",1:00PM - 3:50PM W  ,3
3842,15401,SOCI 559 001,RELIGION AND PUBLIC LIFE,"Ecklund, Elaine Howard",2:00PM - 4:50PM T ,3
3843,15054,SOCI 582 001,QUANTITATIVE DATA ANALYSIS I,"Diaz, Christina J.",2:30PM - 3:45PM TR  ,3
3844,14108,SOCI 596 001,STATISTICAL PROGRAMMING,"Li, Jing",10:50AM - 12:05PM TR ,3
3845,10549,SOCI 605 001,NON-THESIS GRADUATE RESEARCH,"Ecklund, Elaine Howard", ,1 TO 9
3846,12685,SOCI 605 002,NON-THESIS GRADUATE RESEARCH,"Brown, Tony N.",  ,1 TO 9
